date_de_tirage;jour_de_la_semaine_de_tirage;jour_de_tirage;mois_de_tirage;annee_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus
2020-10-05;Lundi   ;5;10;2020;6;22;19;5;9;5;5-6-9-19-22+5;2;4500000.0;5;30507.7;144;258.5;985;136.3;4137;19.3;27414;10.5;39565;5.6;279878;3.1;343621;2.2;10;20000.0;U 4591 0105, P 7142 0959, P 8161 4114, N 3669 6338, T 0063 3685, N 0629 3692, S 6157 4961, B 3476 1794, H 0666 1012, E 5155 9053;1;9;14;16;37;1-9-14-16-37;0;100208.0;174;550.6;9431;26.1;130480;3.0;362309
2020-10-03;Samedi  ;3;10;2020;31;36;9;33;18;2;9-18-31-33-36+2;0;8000000.0;2;135859.9;43;1542.3;449;532.7;2004;71.3;22957;22.4;30739;13.0;333183;4.7;436570;2.2;10;20000.0;Q 5947 7563, K 7728 8154, V 3589 3890, J 3324 0962, M 7313 9229, A 4502 0890, V 8113 9061, P 3380 7146, V 4343 6815, F 1101 8684;16;18;27;32;39;16-18-27-32-39;0;155241.0;242;698.6;12426;34.9;177559;3.0;9292685
2020-09-30;Mercredi;30;9;2020;26;24;49;32;2;5;2-24-26-32-49+5;0;7000000.0;1;171535.9;32;1308.3;358;421.8;1733;52.0;14377;22.5;27842;9.0;219469;4.5;417835;2.2;10;20000.0;M 3697 9719, S 9560 5078, K 2191 7047, B 8225 0938, V 7136 9956, N 4024 6193, K 0247 4394, F 7568 8267, H 2496 8530, S 4382 3580;16;19;24;43;44;16-19-24-43-44;1;111589.0;160;724.7;8924;33.4;134256;3.0;3461709
2020-09-28;Lundi   ;28;9;2020;33;22;44;6;35;2;6-22-33-35-44+2;0;6000000.0;0;152448.2;39;4863.0;397;338.0;1357;59.0;14378;20.0;16923;13.2;177626;5.0;243825;2.2;10;20000.0;C 3910 2576, K 6510 6834, C 8791 1234, D 5456 5752, D 9464 7037, V 9569 7724, O 1420 0956, R 8166 5483, V 1328 7126, Q 0110 4608;20;27;40;42;48;20-27-40-42-48;1;100000.0;150;721.4;6491;42.8;96690;3.0;1064475
2020-09-26;Samedi  ;26;9;2020;4;31;49;8;39;9;4-8-31-39-49+9;0;5000000.0;3;81089.0;35;1696.4;356;601.5;2080;61.5;18905;24.3;33163;10.8;300181;4.7;477612;2.2;10;20000.0;H 0396 0953, Q 8122 8013, U 7430 2396, T 3748 4396, B 7162 1609, B 8337 4539, V 9559 0608, F 0850 9093, G 8065 3877, F 1890 8138;11;14;15;32;38;11-14-15-32-38;0;146356.0;208;755.9;10464;38.6;169955;3.0;5253359
2020-09-23;Mercredi;23;9;2020;11;5;25;23;33;5;5-11-23-25-33+5;0;4000000.0;5;32377.3;84;470.3;586;243.1;3502;24.3;21526;14.2;39603;6.0;265797;3.5;380659;2.2;10;20000.0;V 9546 7995, J 6476 4046, E 9091 6812, H 2140 0107, G 1795 1317, C 7941 4218, U 2612 6731, M 2609 7583, R 1967 8703, R 7259 1373;22;23;28;33;37;22-23-28-33-37;1;105129.0;136;816.7;8189;34.8;124308;3.0;5362247
2020-09-21;Lundi   ;21;9;2020;46;41;38;19;16;9;16-19-38-41-46+9;0;3000000.0;0;139518.3;32;5424.1;214;573.9;1123;65.3;9982;26.4;17167;11.9;154559;5.2;274392;2.2;10;20000.0;Q 2849 9377, C 7609 2368, U 7825 8846, G 8012 4421, O 6256 4953, R 5761 9029, Q 6989 6683, Q 9265 9975, R 3682 7753, U 2977 9433;17;19;24;26;35;17-19-24-26-35;0;100000.0;182;477.3;8395;26.6;116787;3.0;7331265
2020-09-19;Samedi  ;19;9;2020;33;42;27;46;32;7;27-32-33-42-46+7;0;2000000.0;1;201384.5;29;1694.9;346;512.3;2364;44.8;15329;24.8;37791;7.8;243062;4.8;677602;2.2;10;20000.0;N 5487 0717, U 0588 8186, M 1213 1200, R 2917 9381, E 3419 6429, V 9531 6022, U 1194 5472, O 1283 8370, M 8192 0579, L 2954 6402;6;8;9;22;27;6-8-9-22-27;4;36635.0;558;187.0;19893;13.4;233353;3.0;7804165
2020-09-16;Mercredi;16;9;2020;28;19;49;23;17;7;17-19-23-28-49+7;1;2000000.0;2;73546.2;84;427.4;450;287.7;3295;23.4;18673;14.9;43435;4.9;248635;3.4;487031;2.2;10;20000.0;F 4074 7786, N 7795 3147, G 3512 5708, D 3719 2928, K 3346 8172, G 7634 6815, K 0843 9745, F 3648 2264, R 4958 5435, C 6729 3080;8;10;19;29;46;8-10-19-29-46;2;54144.0;281;344.0;11525;21.5;149171;3.0;6396843
2020-09-14;Lundi   ;14;9;2020;23;49;5;13;32;2;5-13-23-32-49+2;1;10000000.0;3;59045.8;46;939.8;512;304.5;1628;57.2;19511;17.1;21838;11.9;249394;4.1;276843;2.2;10;20000.0;J 8753 2552, O 8093 0855, C 0812 5236, Q 0666 2292, B 9107 3339, V 9517 5817, V 9517 4412, P 7999 0830, I 5920 9662, P 4274 8996;10;31;42;45;48;10-31-42-45-48;0;104315.0;131;935.9;7079;44.5;108602;3.0;751489
2020-09-12;Samedi  ;12;9;2020;16;46;12;21;24;2;12-16-21-24-46+2;0;9000000.0;3;94138.8;61;1130.0;626;397.1;2573;57.7;28400;18.8;35884;11.5;383088;4.2;449644;2.2;10;20000.0;E 1240 4948, O 3539 4607, G 7582 6305, J 9390 3437, P 7747 3591, E 3505 4172, K 1363 9804, R 9592 3628, H 9317 2696, T 6370 3186;12;19;21;35;43;12-19-21-35-43;2;79911.0;349;460.4;13989;29.5;198678;3.0;672600
2020-09-09;Mercredi;9;9;2020;24;48;20;29;45;3;20-24-29-45-48+3;0;8000000.0;0;189152.9;22;10696.3;295;564.4;1512;65.8;13676;26.1;26378;10.5;230717;4.7;411235;2.2;10;20000.0;G 1645 3237, D 8088 1670, N 6225 4928, P 7191 6618, N 3632 0418, K 4493 8509, J 6938 4196, E 9077 5781, B 6727 7380, V 9483 6071;2;15;28;39;40;2-15-28-39-40;1;118693.0;167;806.0;8427;41.0;129394;3.0;5513135
2020-09-07;Lundi   ;7;9;2020;37;35;31;44;14;7;14-31-35-37-44+7;0;7000000.0;0;128410.1;41;3896.3;233;485.1;1673;40.3;10709;22.7;25941;7.2;160239;4.6;446612;2.2;10;20000.0;S 5644 4840, C 7408 3726, P 3157 4753, S 4116 8940, K 4968 5924, E 7886 7271, E 5761 3238, K 3975 2114, M 6505 8200, K 4245 6392;6;8;41;46;47;6-8-41-46-47;0;100000.0;111;1054.7;5736;52.4;100213;3.0;720348
2020-09-05;Samedi  ;5;9;2020;22;15;19;24;46;3;15-19-22-24-46+3;0;6000000.0;0;245132.4;81;3764.9;618;349.1;2814;45.8;24975;18.5;39411;9.1;343691;4.1;514309;2.2;10;20000.0;E 4705 2724, N 3764 7652, B 9610 0100, T 4185 6396, R 2215 5407, V 4468 7813, P 1971 6678, T 0025 6043, M 5633 3556, G 9688 7814;4;9;10;18;26;4-9-10-18-26;4;37482.0;542;209.6;20554;14.2;230546;3.0;6448016
2020-09-02;Mercredi;2;9;2020;14;23;21;47;3;3;3-14-21-23-47+3;0;5000000.0;0;176923.4;63;3493.7;430;362.2;2385;39.0;18095;18.5;32068;8.1;245428;4.2;371388;2.2;10;20000.0;R 0402 6905, K 6473 7387, V 1332 9781, G 3440 2532, F 0856 1207, E 6208 6370, F 2891 1115, L 9366 5881, K 7634 4565, C 3333 4541;24;26;31;32;47;24-26-31-32-47;0;110376.0;151;868.9;6958;48.4;113144;3.0;8803377
2020-08-31;Lundi   ;31;8;2020;7;16;17;4;11;10;4-7-11-16-17+10;0;4000000.0;2;73169.2;55;649.4;763;168.8;1823;42.2;24177;11.4;20091;10.7;254212;3.3;215006;2.2;10;20000.0;F 0886 9832, O 9765 3807, F 8131 1763, P 1965 3056, H 6219 4646, A 9956 5285, J 2680 6933, C 5449 9234, R 2108 3742, L 0595 4650;5;13;14;45;48;5-13-14-45-48;2;50000.0;152;550.8;7656;28.1;115462;3.0;9289114
2020-08-29;Samedi  ;29;8;2020;23;15;38;21;39;4;15-21-23-38-39+4;0;3000000.0;3;74761.7;42;1303.3;368;536.5;1988;59.3;17503;24.2;30410;10.8;268108;4.8;447961;2.2;10;20000.0;C 7929 6875, F 9083 8708, H 0832 2788, F 5485 3330, S 3323 4135, E 7461 7315, L 9492 4467, C 4980 9674, J 4432 9308, S 4952 5162;4;19;27;31;43;4-19-27-31-43;0;136516.0;290;468.9;12640;27.6;171238;3.0;7886285
2020-08-26;Mercredi;26;8;2020;13;45;4;40;31;3;4-13-31-40-45+3;0;2000000.0;0;155557.8;38;5092.7;328;417.5;1538;53.2;13188;22.3;22715;10.0;198512;4.5;334963;2.2;10;20000.0;C 9191 6465, O 4948 8199, B 5537 5432, I 1180 3932, U 5839 0830, S 4015 4498, O 4987 2734, U 4491 1556, D 9308 4132, E 0195 5549;17;33;36;43;49;17-33-36-43-49;0;100000.0;154;764.6;6984;43.3;99966;3.0;6419191
2020-08-24;Lundi   ;24;8;2020;28;18;22;37;19;2;18-19-22-28-37+2;1;5000000.0;0;145095.4;31;5822.8;297;430.0;1368;55.7;14630;18.7;18900;11.3;197086;4.2;230484;2.2;10;20000.0;U 9256 8618, C 3897 0189, T 2172 3309, M 6742 5750, I 1421 9713, L 3718 2482, G 1086 9209, D 4272 8808, L 0060 0998, I 5371 7134;17;21;30;32;36;17-21-30-32-36;1;100000.0;110;924.9;5934;44.0;93706;3.0;3048088
2020-08-22;Samedi  ;22;8;2020;7;11;5;32;33;5;5-7-11-32-33+5;0;4000000.0;2;106382.0;77;674.4;449;417.1;3697;30.2;25386;15.8;47684;6.5;342340;3.6;495580;2.2;10;20000.0;F 7138 2715, J 4764 5070, N 1159 7460, K 9315 6552, T 9810 3474, Q 0828 7485, T 4023 3185, B 9815 9117, A 3971 7603, H 3391 9119;4;5;29;35;42;4-5-29-35-42;0;134462.0;185;768.7;10027;36.4;158808;3.0;5592757
2020-08-19;Mercredi;19;8;2020;35;11;13;4;34;1;4-11-13-34-35+1;0;3000000.0;0;178477.9;22;10092.7;278;565.1;1223;76.7;15168;22.2;18971;13.8;235090;4.4;240637;2.2;10;20000.0;H 4402 9487, C 3643 8658, K 0615 3393, J 3288 7513, U 6069 3827, H 3048 6982, E 0373 4396, C 9502 7640, U 6657 8826, D 0810 7015;3;32;33;39;49;3-32-33-39-49;1;100672.0;114;1092.7;5994;53.4;97369;3.0;9533110
2020-08-17;Lundi   ;17;8;2020;6;1;39;48;40;6;1-6-39-40-48+6;0;2000000.0;1;133346.8;28;1162.3;158;742.9;901;77.8;8172;30.8;15623;12.5;141230;5.5;237789;2.2;10;20000.0;P 5039 6142, O 6254 6051, R 9500 5699, H 0638 8413, M 1677 6437, S 9989 0153, Q 2984 5296, N 5190 3869, F 2712 6584, Q 0169 1559;8;11;15;38;45;8-11-15-38-45;1;100000.0;184;453.6;7374;29.1;107009;3.0;6254243
2020-08-15;Samedi  ;15;8;2020;5;41;3;42;15;7;3-5-15-41-42+7;1;9000000.0;1;193954.1;54;876.6;356;479.6;2941;34.6;18340;20.0;47023;6.0;289806;3.9;636221;2.2;10;20000.0;S 0174 4418, L 9145 8216, U 9128 6201, C 9645 6120, P 2497 0258, U 6189 9209, L 4297 2029, N 7385 3306, R 5278 9127, T 8554 9100;7;16;38;41;42;7-16-38-41-42;0;135703.0;216;695.1;10013;38.5;152385;3.0;9024101
2020-08-12;Mercredi;12;8;2020;17;47;30;3;44;3;3-17-30-44-47+3;0;8000000.0;1;174858.3;40;1066.9;331;465.0;1941;47.3;14946;22.1;28343;9.0;222681;4.5;370956;2.2;10;20000.0;M 0621 5432, V 4140 3068, J 4253 5041, T 8466 3412, C 4388 8843, O 4959 9161, P 9548 5313, E 6516 3450, B 5741 3734, O 7126 8381;15;25;28;42;44;15-25-28-42-44;0;108208.0;183;618.3;8941;32.5;129333;3.0;9262171
2020-08-10;Lundi   ;10;8;2020;28;38;2;1;11;6;1-2-11-28-38+6;0;7000000.0;0;147675.0;25;7348.7;303;429.0;1452;53.5;14998;18.6;21560;10.0;208818;4.1;267188;2.2;10;20000.0;S 0579 4281, F 6997 1576, F 0711 3572, R 2544 5973, T 9695 6818, I 1432 4650, N 6653 5863, V 9374 2109, F 0420 4330, M 9401 7916;8;20;34;44;46;8-20-34-44-46;1;100000.0;115;935.7;6056;45.6;95650;3.0;4423591
2020-08-08;Samedi  ;8;8;2020;35;42;49;4;6;9;4-6-35-42-49+9;0;6000000.0;3;77874.7;36;1583.9;357;576.0;1909;64.3;17188;25.7;31008;11.0;276431;4.9;457041;2.2;10;20000.0;N 4331 6658, R 4451 6441, O 3565 7022, N 1983 3533, C 2254 9706, A 3182 0219, C 7391 0064, S 2194 0022, C 3150 4459, H 4817 5511;5;9;18;26;32;5-9-18-26-32;0;139915.0;351;349.4;15142;20.8;195421;3.0;6534417
2020-08-05;Mercredi;5;8;2020;46;32;22;15;17;8;15-17-22-32-46+8;0;5000000.0;2;86075.2;27;1556.2;288;526.2;1610;56.2;13634;23.9;24914;10.1;211222;4.7;365223;2.2;10;20000.0;D 8964 2750, K 3784 5444, U 4919 0781, T 0345 4990, K 3539 3474, U 0338 4444, O 4454 3110, V 9347 3540, L 4225 6411, K 0193 8562;9;16;28;39;43;9-16-28-39-43;1;106795.0;179;642.7;8515;34.7;123645;3.0;9831281
2020-08-03;Lundi   ;3;8;2020;43;48;42;23;30;7;23-30-42-43-48+7;0;4000000.0;1;113490.2;28;989.2;177;564.4;1367;43.6;9309;23.0;23121;7.2;144312;4.5;395962;2.2;10;20000.0;L 0158 8705, Q 7355 2247, G 1060 1628, B 3347 8478, G 6781 9071, M 7924 2111, T 4668 9396, O 4174 8537, A 1214 7660, S 9465 9861;11;26;29;30;44;11-26-29-30-44;0;100000.0;204;406.1;9037;23.5;116398;3.0;3032574
2020-08-01;Samedi  ;1;8;2020;17;18;25;38;9;9;9-17-18-25-38+9;0;3000000.0;4;55207.4;77;699.9;547;355.3;2822;41.1;23474;17.8;37547;8.6;318086;4.0;425738;2.2;10;20000.0;M 8186 5657, J 5422 8442, Q 5872 0320, N 6598 8767, I 0387 2507, Q 5509 0757, P 8560 8991, D 4737 1855, R 8873 0147, R 9787 0985;10;26;31;41;44;10-26-31-41-44;0;132845.0;193;766.0;9616;39.5;148180;3.0;7166329
2020-07-29;Mercredi;29;7;2020;47;46;7;19;39;5;7-19-39-46-47+5;0;2000000.0;2;73924.6;38;949.6;334;389.6;1583;49.1;13142;21.3;24791;8.7;194082;4.4;369671;2.2;10;20000.0;R 5307 7191, U 0045 4068, U 4334 8300, G 9287 1308, O 4091 0138, R 5487 5390, H 9545 2443, N 0551 4141, H 4200 5267, M 1598 8356;9;36;42;43;49;9-36-42-43-49;2;50000.0;122;956.4;6308;47.5;99537;3.0;2005633
2020-07-27;Lundi   ;27;7;2020;19;24;45;15;25;3;15-19-24-25-45+3;1;2000000.0;0;126322.8;39;4029.6;340;327.0;1501;44.2;14262;16.7;20627;9.0;180508;4.0;261814;2.2;10;20000.0;I 1969 4316, F 4819 2534, U 1723 7210, J 1421 4827, O 0713 3066, C 8735 5698, V 9320 1666, D 8744 0693, M 3654 6487, U 6302 1960;17;22;23;32;45;17-22-23-32-45;1;100000.0;111;802.7;6255;36.6;96278;3.0;1260423
2020-07-25;Samedi  ;25;7;2020;18;10;6;15;48;4;6-10-15-18-48+4;1;2000000.0;1;218513.9;55;969.7;533;360.9;2746;41.8;25007;16.5;35440;9.0;326848;3.8;421432;2.2;10;20000.0;A 0627 7877, T 8132 7529, L 5312 5584, F 4657 6406, A 6036 6443, B 3238 8947, P 5576 8151, I 1497 0873, S 8038 4627, N 6017 5802;11;29;32;40;43;11-29-32-40-43;3;43748.0;224;686.2;8973;44.0;137263;3.0;5186286
2020-07-22;Mercredi;22;7;2020;4;28;38;20;18;1;4-18-20-28-38+1;1;7000000.0;2;94607.7;37;1248.1;460;362.1;1466;67.8;18247;19.6;19779;14.0;245554;4.4;259511;2.2;10;20000.0;O 8042 2168, P 3333 2399, G 0171 2769, G 0703 7061, V 3231 7869, F 9115 2810, Q 7281 8419, E 1027 8013, C 4710 4789, J 6222 2243;28;29;30;35;47;28-29-30-35-47;0;104923.0;123;1016.7;6372;50.4;107163;3.0;9300085
2020-07-20;Lundi   ;20;7;2020;8;42;22;28;26;2;8-22-26-28-42+2;0;6000000.0;2;74703.9;24;1519.4;297;442.8;1474;53.3;14786;19.1;19493;11.2;203279;4.2;234692;2.2;10;20000.0;N 1002 4068, R 4590 6740, T 9642 0845, F 0801 8910, L 6280 8896, G 9438 5728, K 3654 6900, R 9905 2508, V 8173 5502, P 6298 6111;1;11;37;39;48;1-11-37-39-48;1;100000.0;122;847.7;5903;45.0;95020;3.0;4533000
2020-07-18;Samedi  ;18;7;2020;11;42;22;34;43;4;11-22-34-42-43+4;0;5000000.0;1;232122.3;53;1068.9;485;421.3;2299;53.1;20270;21.6;31930;10.7;282716;4.7;454081;2.2;10;20000.0;A 4597 9199, N 7161 9178, O 6179 4860, L 3328 9349, C 5022 5253, M 5432 7834, A 9946 0882, R 9886 3724, M 7726 0574, F 0932 9299;12;23;26;28;39;12-23-26-28-39;1;138723.0;288;458.9;13211;25.7;181171;3.0;7949900
2020-07-15;Mercredi;15;7;2020;6;12;4;35;44;3;4-6-12-35-44+3;0;4000000.0;3;52835.6;43;899.7;371;376.1;1848;45.1;16676;17.9;27282;8.5;232404;3.9;349750;2.2;10;20000.0;I 2408 8371, H 7689 4226, Q 9781 3620, E 0227 7066, O 1387 7447, P 7405 7810, K 1933 8343, R 3955 3111, R 5595 5928, Q 1182 1682;12;16;17;29;31;12-16-17-29-31;2;50273.0;229;385.8;10637;21.3;140153;3.0;7166428
2020-07-13;Lundi   ;13;7;2020;24;3;35;46;2;8;2-3-24-35-46+8;0;3000000.0;1;137706.5;25;1344.4;204;594.2;992;73.0;9255;28.1;17587;11.5;157686;5.0;280684;2.2;10;20000.0;A 8778 8323, T 9113 1364, G 9994 2766, E 0352 1335, T 5996 2013, S 4917 2768, O 2002 1134, L 7119 1336, I 5111 5049, L 7439 8886;1;9;12;15;22;1-9-12-15-22;1;100000.0;445;137.2;14044;11.1;146487;3.0;1877785
2020-07-11;Samedi  ;11;7;2020;32;6;35;28;40;7;6-28-32-35-40+7;0;2000000.0;2;94726.4;29;1594.5;334;499.3;2149;46.3;15157;23.6;35519;7.8;238189;4.6;648602;2.2;10;20000.0;V 6256 5943, E 1637 9318, S 3385 6596, R 1903 8679, J 3348 9708, B 0588 1213, R 6602 2439, O 8705 9348, E 5911 3917, L 1430 9313;4;17;24;34;43;4-17-24-34-43;4;34347.0;313;471.9;11523;32.9;159403;3.0;3015716
2020-07-08;Mercredi;8;7;2020;30;48;37;9;26;8;9-26-30-37-48+8;1;4000000.0;0;169378.3;29;7266.1;289;515.9;1513;58.8;13947;22.9;23748;10.5;209003;4.7;353440;2.2;10;20000.0;J 0970 1266, M 5667 1827, E 0637 9931, G 1911 7976, A 5282 1395, U 3673 6280, H 5988 8808, A 3800 2723, V 9255 1261, H 1373 4570;3;5;14;20;44;3-5-14-20-44;2;52770.0;255;358.9;11494;20.4;148569;3.0;9195682
2020-07-06;Lundi   ;6;7;2020;2;11;42;30;35;6;2-11-30-35-42+6;0;3000000.0;0;139555.9;32;5425.5;239;514.0;1127;65.1;10945;24.1;17345;11.8;170763;4.7;247086;2.2;10;20000.0;N 4150 9602, B 6305 7021, S 9440 2110, U 1877 9456, Q 4334 0001, H 1219 6384, H 1287 2183, C 3582 7628, T 0217 6435, H 8935 9706;1;2;5;19;39;1-2-5-19-39;4;25000.0;231;335.6;9767;20.4;122790;3.0;8423159
2020-07-04;Samedi  ;4;7;2020;23;13;27;44;36;6;13-23-27-36-44+6;0;2000000.0;1;239724.6;72;812.6;583;361.9;2424;52.0;24486;18.5;33207;10.6;329130;4.2;420142;2.2;10;20000.0;P 0487 0287, D 6984 7724, P 2714 8688, T 7270 7713, V 5002 4618, V 3768 5655, C 3853 1884, T 1739 4764, K 2303 8253, E 9718 4165;6;8;22;27;33;6-8-22-27-33;4;35120.0;344;357.5;14665;21.5;196387;3.0;7501046
2020-07-01;Mercredi;1;7;2020;44;47;5;13;14;8;5-13-14-44-47+8;1;5000000.0;2;86099.6;33;1273.6;309;490.5;1857;48.7;16360;19.9;28239;8.9;249222;4.0;353054;2.2;10;20000.0;S 7316 4335, I 9168 3154, O 9202 6975, L 2881 7347, H 7735 7181, V 2965 2973, Q 6039 5658, U 3135 4863, R 8097 5623, D 7825 1694;18;21;34;37;48;18-21-34-37-48;0;106467.0;210;602.9;7983;40.7;109064;3.0;895558
2020-06-29;Lundi   ;29;6;2020;21;29;20;47;46;7;20-21-29-46-47+7;0;4000000.0;1;116997.5;23;1241.5;176;585.2;1382;44.5;9087;24.3;24163;7.1;150271;4.5;392248;2.2;10;20000.0;I 3159 8379, N 9917 9704, B 9640 7922, A 7121 4586, S 3116 4703, J 5171 7513, S 3283 9017, L 9970 8730, Q 4527 1176, G 3786 3242;14;18;19;29;41;14-18-19-29-41;0;100000.0;195;436.6;8069;27.1;115490;3.0;8145546
2020-06-27;Samedi  ;27;6;2020;1;39;2;6;27;4;1-2-6-27-39+4;0;3000000.0;1;228849.9;52;1074.1;442;455.8;2411;49.9;22789;19.0;33827;9.9;321913;4.1;441010;2.2;10;20000.0;V 7460 3885, E 4043 2179, V 6760 4713, E 7942 7505, D 7847 0366, R 9459 4991, H 8577 0776, R 2636 0745, S 1508 8977, K 2840 6142;12;16;20;34;49;12-16-20-34-49;1;136951.0;275;512.9;11373;31.8;166277;3.0;6862410
2020-06-24;Mercredi;24;6;2020;36;8;31;34;17;7;8-17-31-34-36+7;0;2000000.0;2;66521.5;53;612.6;228;513.6;1822;38.4;11380;22.1;29416;6.6;180216;4.3;467553;2.2;10;20000.0;N 4411 0278, M 4813 9136, P 1988 4247, T 6938 1074, A 4783 8714, U 0285 2012, B 7461 4593, B 4486 1158, N 3740 8862, O 5400 7031;5;9;24;30;31;5-9-24-30-31;1;100000.0;254;332.1;10841;20.0;141390;3.0;8965211
2020-06-22;Lundi   ;22;6;2020;9;36;5;21;39;5;5-9-21-36-39+5;1;8000000.0;11;12914.5;60;577.8;321;389.5;1849;40.4;12810;20.9;25943;8.0;193089;4.2;332554;2.2;10;20000.0;S 4603 2673, G 0187 0560, R 1029 0189, H 0799 4409, I 4921 7246, G 4970 2495, C 9476 3319, E 0365 8270, C 9806 9661, T 6351 5538;15;34;36;44;46;15-34-36-44-46;0;100000.0;132;893.8;5710;53.1;87986;3.0;2615300
2020-06-20;Samedi  ;20;6;2020;8;24;33;38;14;5;8-14-24-33-38+5;0;7000000.0;2;113970.9;54;1030.2;515;389.6;2778;43.1;21353;20.2;39780;8.4;311252;4.2;547482;2.2;10;20000.0;O 3635 0025, F 8026 5414, C 1321 5782, S 0649 7270, H 2710 2860, K 6233 4595, F 0144 3963, T 8703 9099, Q 0006 5034, U 3301 5122;14;15;20;36;48;14-15-20-36-48;1;144009.0;183;895.6;9577;44.0;156301;3.0;6464245
2020-06-17;Mercredi;17;6;2020;26;13;10;20;46;1;10-13-20-26-46+1;0;6000000.0;3;64717.6;49;967.1;533;320.6;1765;57.8;21016;17.4;22395;12.7;272495;4.1;261321;2.2;10;20000.0;H 3586 8348, Q 3805 8515, D 7826 2349, U 9731 5152, A 7546 1438, Q 8070 4662, V 4250 6578, C 8802 9258, A 3080 7045, C 7785 0299;1;19;23;28;39;1-19-23-28-39;0;108110.0;213;489.6;9687;27.6;139659;3.0;9198029
2020-06-15;Lundi   ;15;6;2020;22;49;26;2;47;2;2-22-26-47-49+2;0;5000000.0;0;153900.9;31;6176.2;248;546.3;1260;64.2;12105;24.0;18536;12.2;182643;4.9;238449;2.2;10;20000.0;J 1965 8782, S 3831 5829, H 7156 8379, M 4550 0764, U 8689 5124, Q 3240 9681, H 5261 4067, T 9173 9360, J 0600 6277, M 8910 9718;19;24;25;33;41;19-24-25-33-41;1;100000.0;176;555.8;7141;35.2;109128;3.0;9596432
2020-06-13;Samedi  ;13;6;2020;25;32;6;5;28;4;5-6-25-28-32+4;0;4000000.0;1;237866.6;56;1036.7;418;500.9;2527;49.5;22681;19.8;35996;9.7;336324;4.1;464273;2.2;10;20000.0;J 8671 8273, M 4209 2202, O 9086 1704, P 5386 5866, B 8705 0779, E 3494 6844, P 4135 8903, P 6163 3675, I 0875 0960, T 0373 8697;5;10;16;43;45;5-10-16-43-45;1;143262.0;254;560.4;12045;30.3;180136;3.0;612978
2020-06-10;Mercredi;10;6;2020;47;36;20;11;9;2;9-11-20-36-47+2;0;3000000.0;1;179768.3;28;1567.0;365;433.5;1554;60.8;16097;21.1;21815;12.1;232834;4.5;281236;2.2;10;20000.0;V 9052 0295, N 6916 5117, G 7619 5296, V 1070 1829, M 6346 0909, U 1747 3107, D 0979 4692, I 1159 0776, G 4508 0559, I 4314 8043;15;25;31;35;49;15-25-31-35-49;0;105491.0;153;783.8;7966;38.7;114653;3.0;3464365
2020-06-08;Lundi   ;8;6;2020;8;22;26;46;2;1;2-8-22-26-46+1;0;2000000.0;2;73847.3;21;1716.6;318;408.8;1129;68.8;13698;20.4;15949;13.6;191627;4.4;211692;2.2;10;20000.0;U 9304 2045, U 3378 4762, A 2919 6944, A 1904 9439, C 5583 4591, Q 2682 3888, B 5087 5420, Q 8990 9606, C 5355 3007, A 1802 7737;1;2;13;33;38;1-2-13-33-38;0;100000.0;164;531.7;7497;29.9;113780;3.0;8708783
2020-06-06;Samedi  ;6;6;2020;14;7;43;44;29;5;7-14-29-43-44+5;1;17000000.0;1;255250.1;80;778.7;639;351.6;3504;38.3;26318;18.3;47914;7.8;368857;4.0;638322;2.2;10;20000.0;A 4132 2938, K 8805 0528, N 7291 9584, O 3717 4407, M 3957 6296, L 5646 9645, U 6978 4637, C 2084 0595, E 8166 7962, G 6671 8060;19;22;23;40;41;19-22-23-40-41;1;161460.0;260;665.8;12240;36.3;187902;3.0;7995384
2020-06-03;Mercredi;3;6;2020;12;13;26;44;16;6;12-13-16-26-44+6;0;16000000.0;4;53351.9;59;882.8;465;404.0;2483;45.2;22659;17.8;33159;9.4;316469;3.9;373999;2.2;10;20000.0;K 3041 3397, U 0153 9052, O 3380 2745, T 7408 8475, L 4971 9487, M 7581 7189, H 9549 1138, U 2620 6417, O 0989 0860, K 1023 8604;15;19;40;44;47;15-19-40-44-47;0;122798.0;169;826.2;8432;42.5;133415;3.0;4190147
